,Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Voce se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentacao,Iniciacao Científica,Extensão
3896,CRP,30007449,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,2,D,Desligamento                                      ,M,25.0,"17,5","449,36",1,N,c. Pardo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
3897,CRP,30007450,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,22.0,"52,2","590,88",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
3898,CRP,30007456,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,0,A,Estudante em abandono de curso                    ,M,22.0,15,"515,96",9,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
3900,CRP,30007458,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,26.0,"2,6","632,38",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3901,CRP,30007459,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,"49,4","626,04",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
3909,CRP,30007472,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,25.0,"35,4","601,98",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
3910,CRP,30007474,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,D,Desligamento                                      ,M,30.0,0,"609,94",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
3921,CRP,30007487,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,22.0,"32,5","611,48",9,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
3933,CRP,30007511,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,24.0,"33,2","502,72",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3970,CRP,30007603,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,C,Conclusao                                      ,M,27.0,"81,5","563,7",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3972,CRP,30007617,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,"59,6","538,24",9,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3973,CRP,30007619,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,1,A,Estudante em abandono de curso                    ,M,30.0,"10,8","542,5",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3976,CRP,30007630,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2018.0,1,A,Estudante em abandono de curso                    ,M,25.0,3,"528,98",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3977,CRP,30007631,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,50.0,16,"546,36",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3986,CRP,30007656,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,28.0,"35,4","590,46",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
3987,CRP,30007657,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2018.0,2,D,Desligamento                                      ,M,27.0,"19,3","562,28",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3989,CRP,30007660,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,2,D,Desligamento                                      ,M,24.0,"13,1","454,56",5,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3990,CRP,30007662,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2018.0,2,D,Desligamento                                      ,M,31.0,"8,1","555,62",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
3999,CRP,30007709,105,Sistemas de Informacao - Noturno,2018,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,27.0,"23,8","442,22",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4002,CRP,30007716,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,2,D,Desligamento                                      ,M,23.0,"25,7","493,68",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4004,CRP,30007719,105,Sistemas de Informacao - Noturno,2018,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,0,A,Estudante em abandono de curso                    ,M,22.0,"33,6","501,08",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4018,CRP,30007746,105,Sistemas de Informacao - Noturno,2018,2,M,Mudanca de Curso                                  ,,,N,Normal                                            ,M,26.0,"64,3",,0,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4144,CRP,30008010,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"27,7","628,24",9,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4145,CRP,30008011,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"93,6","692,2",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4146,CRP,30008013,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,"60,6","633,82",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
4147,CRP,30008014,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"43,1","656,94",9,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
4148,CRP,30008015,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"68,4","583,88",1,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4149,CRP,30008016,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"28,8","600,58",7,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4150,CRP,30008017,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,20.0,0,"644,58",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
4151,CRP,30008018,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,20.0,"10,6","571,38",7,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4152,CRP,30008019,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"59,5","628,12",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4153,CRP,30008021,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,20.0,"5,1","619,64",3,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
4154,CRP,30008022,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"63,4","667,7",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4155,CRP,30008025,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,34.0,0,"597,12",1,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4156,CRP,30008028,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"39,7","593,08",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4157,CRP,30008029,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"33,1","600,86",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4158,CRP,30008030,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"41,4","579,72",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
4159,CRP,30008031,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,20.0,4,"611,78",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
4160,CRP,30008032,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"74,6","613,26",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,Privada,N,N,N,N,N
4161,CRP,30008033,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,, ,Q,Matrícula Condicional/Reconsideracao Desligamento ,M,26.0,"5,7","617,7",9,N,c. Pardo(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
4162,CRP,30008034,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,N,Normal                                            ,M,22.0,"39,6","558,54",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4163,CRP,30008035,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,38,"606,52",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4164,CRP,30008036,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,24.0,"15,2","566,18",5,N,b. Preto(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
4165,CRP,30008037,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,23.0,"2,5","467,14",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4166,CRP,30008040,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,"55,4","547,48",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4167,CRP,30008041,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,2,D,Desligamento                                      ,M,21.0,"10,3","501,14",3,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4168,CRP,30008042,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,43.0,"57,2","560,16",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4169,CRP,30008043,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,A,Estudante em abandono de curso                    ,M,27.0,"17,2","462,34",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4170,CRP,30008044,105,Sistemas de Informacao - Noturno,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,2019.0,1,D,Desligamento                                      ,M,20.0,0,"533,92",9,N,,,publica,N,N,N,N,N
4171,CRP,30008045,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,28.0,0,"511,84",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4172,CRP,30008047,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"48,4","553,3",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4173,CRP,30008048,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,0,A,Estudante em abandono de curso                    ,M,35.0,0,"546,2",9,N,,,publica,N,N,N,N,N
4174,CRP,30008049,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,36.0,"42,8","520,12",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4175,CRP,30008051,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,"27,8","503,44",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
4270,CRP,30008416,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,55,"640,54",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
4281,CRP,30008430,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,"53,7","629,84",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
4284,CRP,30008434,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,"34,6","596,6",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4293,CRP,30008448,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,28.0,"68,2","612,22",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4305,CRP,30008470,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2020.0,2,C,Conclusao                                      ,M,39.0,67,"611,72",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4329,CRP,30008516,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,45.0,55,"573,84",9,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
4331,CRP,30008522,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,25.0,0,"538,24",9,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
4332,CRP,30008524,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,2019.0,1,D,Desligamento                                      ,M,33.0,9,"527,98",9,N,b. Preto(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
4333,CRP,30008526,105,Sistemas de Informacao - Noturno,2019,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,"29,8","542,44",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4342,CRP,30008555,105,Sistemas de Informacao - Noturno,2019,2,P,Portador de Diploma                               ,2019.0,2,A,Estudante em abandono de curso                    ,M,26.0,0,,0,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4345,CRP,30008562,105,Sistemas de Informacao - Noturno,2019,2,M,Mudanca de Curso                                  ,2019.0,2,D,Desligamento                                      ,M,29.0,0,,0,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4441,CRP,30008825,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"86,9","646,28",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
4442,CRP,30008826,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"68,1","679,44",9,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
4443,CRP,30008827,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,2020.0,4,A,Estudante em abandono de curso                    ,M,28.0,89,"554,84",5,N,c. Pardo(a).,e. Entre 7 e 10 Salarios Minimos,publica,N,N,N,N,N
4444,CRP,30008830,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,"24,8","623,28",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,Privada,N,N,N,N,N
4445,CRP,30008831,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,82,"638,98",9,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
4446,CRP,30008833,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,87,"642,64",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
4447,CRP,30008834,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"83,1","644,58",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,Privada,N,N,N,N,N
4448,CRP,30008835,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,0,"610,28",7,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4449,CRP,30008836,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,"62,6","644,68",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4450,CRP,30008837,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,68,"564,52",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4451,CRP,30008839,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,0,"616,48",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4452,CRP,30008841,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,80,"651,4",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4453,CRP,30008842,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,80,"639,32",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
4454,CRP,30008843,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"573,24",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4455,CRP,30008844,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,"74,5","610,6",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4456,CRP,30008845,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"78,2","611,64",1,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4457,CRP,30008847,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"27,5","546,68",5,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4458,CRP,30008848,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"524,06",5,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4459,CRP,30008849,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,"56,1","544,8",7,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4460,CRP,30008850,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,0,"474,52",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4461,CRP,30008851,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,59.0,0,"509,8",9,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,Privada,N,N,N,N,N
4462,CRP,30008852,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,0,"558,62",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4463,CRP,30008853,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,28.0,0,"512,62",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4464,CRP,30008854,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,73,"540,48",5,N,b. Preto(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4465,CRP,30008855,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,0,"533,86",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4466,CRP,30008856,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,42.0,0,"582,16",9,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,publica,N,N,N,N,N
4589,CRP,30009258,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,37.0,0,"596,18",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4593,CRP,30009262,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,30.0,0,"621,6",9,N,a. Branco(a).,f. Entre 10 e 20 Salarios Minimos,publica,S,N,N,N,N
4596,CRP,30009267,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,"80,5","596,66",7,N,a. Branco(a).,c. Entre 3 e 5 Salarios Minimos,publica,S,N,N,N,N
4597,CRP,30009268,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,0,"629,08",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4617,CRP,30009304,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,"50,5","535,72",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,N,N,N,N,N
4621,CRP,30009312,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,29.0,"12,5","586,84",9,N,a. Branco(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
4624,CRP,30009317,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,0,"470,02",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4625,CRP,30009319,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,0,"433,78",3,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4626,CRP,30009320,105,Sistemas de Informacao - Noturno,2020,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,0,"508,06",7,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4739,CRP,30009572,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,30.0,0,"653,26",9,N,,,Privada,N,N,N,N,N
4740,CRP,30009573,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"689,58",9,N,,,Privada,N,N,N,N,N
